C-VPIZR-0;C-VPI5-0;F-VPIMZBM;F-VPIMZVM;F-VPIMZVJM;F-VPIPZVM;F-VPIPZVJM;F-VPIEFVM;F-VPIEFVJM;F-VPIGEWBM
VPIZR-201804;VPI-01;104,40000;104,30000;102,30000;0,10000;2,10000;0,01200;0,23600;11,45816
VPIZR-201804;VPI-02;108,20000;108,40000;105,10000;-0,20000;2,90000;-0,00800;0,11100;3,78685
VPIZR-201804;VPI-03;107,90000;106,50000;106,30000;1,30000;1,50000;0,06300;0,07500;5,02502
VPIZR-201804;VPI-04;104,10000;104,00000;102,00000;0,10000;2,10000;0,01200;0,39700;19,91076
VPIZR-201804;VPI-05;104,80000;104,60000;102,00000;0,20000;2,70000;0,00400;0,19000;7,02378
VPIZR-201804;VPI-06;105,50000;105,10000;104,10000;0,40000;1,30000;0,02000;0,07100;5,39086
VPIZR-201804;VPI-07;103,00000;101,80000;101,70000;1,20000;1,30000;0,15600;0,17200;12,55779
VPIZR-201804;VPI-08;93,80000;94,60000;97,90000;-0,80000;-4,20000;-0,01800;-0,08500;1,97618
VPIZR-201804;VPI-09;102,40000;103,60000;101,80000;-1,20000;0,60000;-0,12000;0,07000;10,97771
VPIZR-201804;VPI-10;104,90000;104,60000;102,70000;0,30000;2,10000;0,00300;0,02500;1,19523
VPIZR-201804;VPI-11;108,80000;108,80000;105,40000;0,00000;3,20000;-0,00200;0,36200;12,02573
VPIZR-201804;VPI-12;105,10000;104,90000;103,00000;0,20000;2,00000;0,01900;0,17600;8,67193
VPIZR-201805;VPI-0;104,90000;104,70000;102,90000;0,20000;1,90000;0,24600;1,90000;100,00000
VPIZR-201805;VPI-01;104,90000;104,40000;102,90000;0,50000;1,90000;0,04500;0,21100;11,45816
VPIZR-201805;VPI-02;108,20000;108,20000;105,40000;0,00000;2,70000;0,00100;0,10000;3,78685
VPIZR-201805;VPI-03;107,00000;107,90000;106,70000;-0,80000;0,30000;-0,03800;0,01700;5,02502
VPIZR-201805;VPI-04;104,50000;104,10000;102,30000;0,40000;2,20000;0,08000;0,41900;19,91076
VPIZR-201805;VPI-05;104,90000;104,80000;102,30000;0,10000;2,50000;0,00400;0,17000;7,02378
VPIZR-201805;VPI-06;105,60000;105,50000;104,10000;0,10000;1,40000;0,00500;0,07800;5,39086
VPIZR-201805;VPI-07;104,20000;103,00000;101,00000;1,20000;3,20000;0,13800;0,39000;12,55779
VPIZR-201805;VPI-08;93,60000;93,80000;97,70000;-0,20000;-4,20000;-0,00300;-0,08300;1,97618
VPIZR-201805;VPI-09;102,70000;102,40000;102,10000;0,30000;0,60000;0,03400;0,06400;10,97771
VPIZR-201805;VPI-10;104,90000;104,90000;102,70000;0,00000;2,10000;0,00000;0,02400;1,19523
VPIZR-201805;VPI-11;108,80000;108,80000;105,20000;0,00000;3,40000;-0,00200;0,36600;12,02573
VPIZR-201805;VPI-12;104,90000;105,10000;103,20000;-0,20000;1,60000;-0,01800;0,14400;8,67193
VPIZR-201806;VPI-0;105,10000;104,90000;103,00000;0,20000;2,00000;0,19200;2,00000;100,00000
VPIZR-201806;VPI-01;104,80000;104,90000;102,70000;-0,10000;2,00000;-0,00700;0,22500;11,45816
VPIZR-201806;VPI-02;109,50000;108,20000;105,70000;1,20000;3,60000;0,04400;0,12800;3,78685
VPIZR-201806;VPI-03;104,70000;107,00000;103,70000;-2,10000;1,00000;-0,10600;0,04500;5,02502
VPIZR-201806;VPI-04;104,60000;104,50000;102,30000;0,10000;2,20000;0,01900;0,42900;19,91076
VPIZR-201806;VPI-05;104,20000;104,90000;101,60000;-0,70000;2,60000;-0,04300;0,16900;7,02378
VPIZR-201806;VPI-06;106,00000;105,60000;104,10000;0,40000;1,80000;0,02300;0,09400;5,39086
VPIZR-201806;VPI-07;104,50000;104,20000;100,40000;0,30000;4,10000;0,04200;0,48600;12,55779
VPIZR-201806;VPI-08;93,50000;93,60000;97,80000;-0,10000;-4,40000;-0,00200;-0,08400;1,97618
VPIZR-201806;VPI-09;104,20000;102,70000;104,10000;1,50000;0,10000;0,15800;0,00900;10,97771
VPIZR-201806;VPI-10;104,90000;104,90000;102,70000;0,00000;2,10000;0,00000;0,02400;1,19523
VPIZR-201806;VPI-11;109,30000;108,80000;106,20000;0,50000;2,90000;0,04500;0,31400;12,02573
VPIZR-201806;VPI-12;105,20000;104,90000;103,20000;0,30000;1,90000;0,01900;0,16200;8,67193
VPIZR-201807;VPI-0;104,90000;105,10000;102,70000;-0,20000;2,10000;-0,22500;2,10000;100,00000
VPIZR-201807;VPI-01;104,80000;104,80000;102,70000;0,00000;2,00000;-0,00300;0,22100;11,45816
VPIZR-201807;VPI-02;109,60000;109,50000;105,70000;0,10000;3,70000;0,00500;0,14000;3,78685
VPIZR-201807;VPI-03;90,30000;104,70000;89,50000;-13,80000;0,90000;-0,65400;0,04000;5,02502
VPIZR-201807;VPI-04;104,80000;104,60000;102,50000;0,20000;2,20000;0,04200;0,44700;19,91076
VPIZR-201807;VPI-05;103,80000;104,20000;101,50000;-0,40000;2,30000;-0,03000;0,14900;7,02378
VPIZR-201807;VPI-06;106,50000;106,00000;103,40000;0,50000;3,00000;0,02300;0,15800;5,39086
VPIZR-201807;VPI-07;104,60000;104,50000;100,80000;0,10000;3,80000;0,00500;0,46400;12,55779
VPIZR-201807;VPI-08;94,80000;93,50000;96,40000;1,40000;-1,70000;0,02300;-0,03300;1,97618
VPIZR-201807;VPI-09;106,20000;104,20000;106,50000;1,90000;-0,30000;0,21200;-0,03500;10,97771
VPIZR-201807;VPI-10;105,20000;104,90000;102,90000;0,30000;2,20000;0,00300;0,02600;1,19523
VPIZR-201807;VPI-11;110,50000;109,30000;107,30000;1,10000;3,00000;0,13600;0,34800;12,02573
VPIZR-201807;VPI-12;105,30000;105,20000;103,20000;0,10000;2,00000;0,01300;0,17400;8,67193
VPIZR-201808;VPI-0;104,90000;104,90000;102,60000;0,00000;2,20000;0,01300;2,20000;100,00000
VPIZR-201808;VPI-01;104,30000;104,80000;103,00000;-0,50000;1,30000;-0,05400;0,14000;11,45816
VPIZR-201808;VPI-02;109,70000;109,60000;105,50000;0,10000;4,00000;0,00500;0,15400;3,78685
VPIZR-201808;VPI-03;88,40000;90,30000;88,70000;-2,10000;-0,30000;-0,09000;-0,01000;5,02502
VPIZR-201808;VPI-04;105,00000;104,80000;102,60000;0,20000;2,30000;0,03200;0,46400;19,91076
VPIZR-201808;VPI-05;104,10000;103,80000;101,30000;0,30000;2,80000;0,01800;0,19200;7,02378
VPIZR-201808;VPI-06;106,20000;106,50000;103,30000;-0,30000;2,80000;-0,01600;0,15000;5,39086
VPIZR-201808;VPI-07;104,90000;104,60000;100,80000;0,30000;4,10000;0,03700;0,51600;12,55779
VPIZR-201808;VPI-08;94,50000;94,80000;95,90000;-0,30000;-1,50000;-0,00600;-0,02900;1,97618
VPIZR-201808;VPI-09;106,50000;106,20000;106,00000;0,30000;0,50000;0,02900;0,05000;10,97771
VPIZR-201808;VPI-10;105,20000;105,20000;102,90000;0,00000;2,20000;0,00000;0,02700;1,19523
VPIZR-201808;VPI-11;110,90000;110,50000;107,60000;0,40000;3,10000;0,04200;0,35800;12,02573
VPIZR-201808;VPI-12;105,50000;105,30000;103,20000;0,20000;2,20000;0,01600;0,19200;8,67193
VPIZR-201809;VPI-0;105,70000;104,90000;103,60000;0,80000;2,00000;0,74000;2,00000;100,00000
VPIZR-201809;VPI-01;104,60000;104,30000;103,30000;0,30000;1,30000;0,03900;0,13500;11,45816
VPIZR-201809;VPI-02;109,50000;109,70000;105,40000;-0,20000;3,90000;-0,00800;0,14100;3,78685
VPIZR-201809;VPI-03;107,60000;88,40000;108,10000;21,70000;-0,50000;0,87200;-0,02600;5,02502
VPIZR-201809;VPI-04;105,30000;105,00000;103,00000;0,30000;2,20000;0,06500;0,44100;19,91076
VPIZR-201809;VPI-05;104,60000;104,10000;102,30000;0,50000;2,20000;0,03200;0,15100;7,02378
VPIZR-201809;VPI-06;106,10000;106,20000;103,30000;-0,10000;2,70000;0,00100;0,14300;5,39086
VPIZR-201809;VPI-07;105,20000;104,90000;101,30000;0,30000;3,80000;0,03400;0,47100;12,55779
VPIZR-201809;VPI-08;94,50000;94,50000;96,20000;0,00000;-1,80000;-0,00100;-0,03600;1,97618
VPIZR-201809;VPI-09;104,70000;106,50000;104,50000;-1,70000;0,20000;-0,17900;0,02700;10,97771
VPIZR-201809;VPI-10;106,50000;105,20000;103,70000;1,20000;2,70000;0,01500;0,03200;1,19523
VPIZR-201809;VPI-11;109,70000;110,90000;106,40000;-1,10000;3,10000;-0,13600;0,34100;12,02573
VPIZR-201809;VPI-12;105,60000;105,50000;103,40000;0,10000;2,10000;0,00600;0,18100;8,67193
VPIZR-201810;VPI-0;106,00000;105,70000;103,70000;0,30000;2,20000;0,30400;2,20000;100,00000
VPIZR-201810;VPI-01;105,20000;104,60000;104,00000;0,60000;1,20000;0,06600;0,12300;11,45816
VPIZR-201810;VPI-02;109,60000;109,50000;105,70000;0,10000;3,70000;0,00500;0,13800;3,78685
VPIZR-201810;VPI-03;109,90000;107,60000;110,20000;2,10000;-0,30000;0,10400;-0,01700;5,02502
VPIZR-201810;VPI-04;106,20000;105,30000;103,30000;0,90000;2,80000;0,16900;0,56400;19,91076
VPIZR-201810;VPI-05;104,70000;104,60000;102,90000;0,10000;1,70000;0,00600;0,11800;7,02378
VPIZR-201810;VPI-06;106,20000;106,10000;104,00000;0,10000;2,10000;0,00100;0,11000;5,39086
VPIZR-201810;VPI-07;106,20000;105,20000;101,10000;1,00000;5,00000;0,11600;0,62900;12,55779
VPIZR-201810;VPI-08;93,90000;94,50000;95,90000;-0,60000;-2,10000;-0,01000;-0,04000;1,97618
VPIZR-201810;VPI-09;103,50000;104,70000;103,70000;-1,10000;-0,20000;-0,12700;-0,01500;10,97771
VPIZR-201810;VPI-10;107,30000;106,50000;103,90000;0,80000;3,30000;0,00900;0,03800;1,19523
VPIZR-201810;VPI-11;109,50000;109,70000;106,00000;-0,20000;3,30000;-0,02900;0,36700;12,02573
VPIZR-201810;VPI-12;105,50000;105,60000;103,30000;-0,10000;2,10000;-0,00600;0,18500;8,67193
VPIZR-201811;VPI-0;106,20000;106,00000;103,90000;0,20000;2,20000;0,14900;2,20000;100,00000
VPIZR-201811;VPI-01;105,10000;105,20000;104,20000;-0,10000;0,90000;-0,00700;0,10200;11,45816
VPIZR-201811;VPI-02;109,30000;109,60000;105,40000;-0,30000;3,70000;-0,01400;0,13600;3,78685
VPIZR-201811;VPI-03;110,80000;109,90000;111,10000;0,80000;-0,30000;0,04200;-0,01300;5,02502
VPIZR-201811;VPI-04;106,40000;106,20000;103,50000;0,20000;2,80000;0,03500;0,54100;19,91076
VPIZR-201811;VPI-05;104,80000;104,70000;102,80000;0,10000;1,90000;0,00600;0,13300;7,02378
VPIZR-201811;VPI-06;106,20000;106,20000;104,20000;0,00000;1,90000;0,00300;0,10300;5,39086
VPIZR-201811;VPI-07;105,40000;106,20000;101,30000;-0,80000;4,00000;-0,09700;0,49500;12,55779
VPIZR-201811;VPI-08;93,60000;93,90000;95,90000;-0,30000;-2,40000;-0,00600;-0,04500;1,97618
VPIZR-201811;VPI-09;105,00000;103,50000;103,10000;1,40000;1,80000;0,14800;0,19100;10,97771
VPIZR-201811;VPI-10;107,30000;107,30000;103,90000;0,00000;3,30000;0,00000;0,03800;1,19523
VPIZR-201811;VPI-11;109,80000;109,50000;106,70000;0,30000;2,90000;0,03900;0,33100;12,02573
VPIZR-201811;VPI-12;105,50000;105,50000;103,30000;0,00000;2,10000;0,00000;0,18800;8,67193
VPIZR-201812;VPI-0;106,30000;106,20000;104,30000;0,10000;1,90000;0,04900;1,90000;100,00000
VPIZR-201812;VPI-01;105,10000;105,10000;104,30000;0,00000;0,80000;-0,00400;0,08900;11,45816
VPIZR-201812;VPI-02;109,40000;109,30000;105,60000;0,10000;3,60000;0,00300;0,13800;3,78685
VPIZR-201812;VPI-03;110,50000;110,80000;109,60000;-0,30000;0,80000;-0,01200;0,04500;5,02502
VPIZR-201812;VPI-04;106,10000;106,40000;103,70000;-0,30000;2,30000;-0,05200;0,48100;19,91076
VPIZR-201812;VPI-05;104,80000;104,80000;103,30000;0,00000;1,50000;0,00300;0,10700;7,02378
VPIZR-201812;VPI-06;106,20000;106,20000;104,40000;0,00000;1,70000;-0,00300;0,09400;5,39086
VPIZR-201812;VPI-07;104,30000;105,40000;102,10000;-1,00000;2,20000;-0,13700;0,26800;12,55779
VPIZR-201812;VPI-08;93,90000;93,60000;95,60000;0,30000;-1,80000;0,00500;-0,03700;1,97618
VPIZR-201812;VPI-09;106,10000;105,00000;104,70000;1,00000;1,30000;0,11600;0,15000;10,97771
VPIZR-201812;VPI-10;107,30000;107,30000;104,00000;0,00000;3,20000;0,00000;0,03900;1,19523
VPIZR-201812;VPI-11;111,20000;109,80000;108,20000;1,30000;2,80000;0,14300;0,34200;12,02573
VPIZR-201812;VPI-12;105,40000;105,50000;103,30000;-0,10000;2,00000;-0,01300;0,18300;8,67193
VPIZR-2018;VPI-0;105,10000;0,00000;103,00000;0,00000;2,00000;0,00000;0,00000;100,00000
VPIZR-2018;VPI-01;104,70000;0,00000;103,10000;0,00000;1,60000;0,00000;0,00000;11,45816
VPIZR-2018;VPI-02;108,80000;0,00000;104,80000;0,00000;3,80000;0,00000;0,00000;3,78685
VPIZR-2018;VPI-03;102,80000;0,00000;102,20000;0,00000;0,60000;0,00000;0,00000;5,02502
VPIZR-2018;VPI-04;104,90000;0,00000;102,60000;0,00000;2,20000;0,00000;0,00000;19,91076
VPIZR-2018;VPI-05;104,30000;0,00000;102,00000;0,00000;2,30000;0,00000;0,00000;7,02378
VPIZR-2018;VPI-06;105,90000;0,00000;103,60000;0,00000;2,20000;0,00000;0,00000;5,39086
VPIZR-2018;VPI-07;104,00000;0,00000;101,10000;0,00000;2,90000;0,00000;0,00000;12,55779
VPIZR-2018;VPI-08;94,30000;0,00000;97,00000;0,00000;-2,80000;0,00000;0,00000;1,97618
VPIZR-2018;VPI-09;104,20000;0,00000;103,70000;0,00000;0,50000;0,00000;0,00000;10,97771
VPIZR-2018;VPI-10;105,50000;0,00000;103,10000;0,00000;2,30000;0,00000;0,00000;1,19523
VPIZR-2018;VPI-11;109,60000;0,00000;106,30000;0,00000;3,10000;0,00000;0,00000;12,02573
VPIZR-2018;VPI-12;105,20000;0,00000;103,00000;0,00000;2,10000;0,00000;0,00000;8,67193
VPIZR-201901;VPI-0;105,50000;106,30000;103,60000;-0,80000;1,80000;-0,76500;1,80000;100,00000
VPIZR-201901;VPI-01;105,50000;105,10000;104,30000;0,40000;1,20000;0,03700;0,14100;11,35371
VPIZR-201901;VPI-02;109,10000;109,40000;107,20000;-0,30000;1,80000;-0,01000;0,07100;3,71564
VPIZR-201901;VPI-03;96,40000;110,50000;95,20000;-12,80000;1,30000;-0,63800;0,05400;4,99508
VPIZR-201901;VPI-04;106,50000;106,10000;103,90000;0,40000;2,50000;0,07200;0,51700;19,74835
VPIZR-201901;VPI-05;104,70000;104,80000;102,80000;-0,10000;1,80000;-0,00900;0,13500;6,89276
VPIZR-201901;VPI-06;106,90000;106,20000;105,50000;0,70000;1,30000;0,03800;0,07400;5,48881
VPIZR-201901;VPI-07;103,00000;104,30000;102,20000;-1,20000;0,80000;-0,15800;0,09500;12,74235
VPIZR-201901;VPI-08;93,20000;93,90000;95,30000;-0,70000;-2,20000;-0,01600;-0,04700;2,02811
VPIZR-201901;VPI-09;104,40000;106,10000;102,40000;-1,60000;2,00000;-0,17300;0,21900;11,00897
VPIZR-201901;VPI-10;107,30000;107,30000;104,10000;0,00000;3,10000;0,00000;0,03800;1,19706
VPIZR-201901;VPI-11;111,40000;111,20000;108,30000;0,20000;2,90000;0,02000;0,34900;12,24600
VPIZR-201901;VPI-12;106,30000;105,40000;104,50000;0,90000;1,70000;0,07200;0,15600;8,58316
VPIZR-201902;VPI-0;105,50000;105,50000;103,90000;0,00000;1,50000;0,07800;1,50000;100,00000
VPIZR-201902;VPI-01;105,50000;105,50000;104,40000;0,00000;1,10000;0,00000;0,11600;11,35371
VPIZR-201902;VPI-02;109,30000;109,10000;107,30000;0,20000;1,90000;0,00800;0,06900;3,71564
VPIZR-201902;VPI-03;93,40000;96,40000;94,40000;-3,10000;-1,10000;-0,13500;-0,04300;4,99508
VPIZR-201902;VPI-04;106,80000;106,50000;103,90000;0,30000;2,80000;0,05800;0,53200;19,74835
VPIZR-201902;VPI-05;104,70000;104,70000;103,30000;0,00000;1,40000;-0,00500;0,08800;6,89276
VPIZR-201902;VPI-06;107,00000;106,90000;105,30000;0,10000;1,60000;0,00400;0,08300;5,48881
VPIZR-201902;VPI-07;102,70000;103,00000;102,20000;-0,30000;0,50000;-0,03500;0,05300;12,74235
VPIZR-201902;VPI-08;92,90000;93,20000;95,00000;-0,30000;-2,20000;-0,00500;-0,04100;2,02811
VPIZR-201902;VPI-09;105,10000;104,40000;103,60000;0,70000;1,40000;0,07600;0,14800;11,00897
VPIZR-201902;VPI-10;107,60000;107,30000;104,10000;0,30000;3,40000;0,00300;0,03700;1,19706
VPIZR-201902;VPI-11;112,20000;111,40000;109,20000;0,70000;2,70000;0,09200;0,31400;12,24600
VPIZR-201902;VPI-12;106,50000;106,30000;104,70000;0,20000;1,70000;0,01700;0,14100;8,58316
VPIZR-201903;VPI-0;106,40000;105,50000;104,50000;0,90000;1,80000;0,82900;1,80000;100,00000
VPIZR-201903;VPI-01;105,90000;105,50000;104,30000;0,40000;1,50000;0,04700;0,16900;11,35371
VPIZR-201903;VPI-02;110,10000;109,30000;108,40000;0,70000;1,60000;0,02700;0,06000;3,71564
VPIZR-201903;VPI-03;107,40000;93,40000;106,50000;15,00000;0,80000;0,63700;0,03700;4,99508
VPIZR-201903;VPI-04;107,10000;106,80000;104,00000;0,30000;3,00000;0,04900;0,57900;19,74835
VPIZR-201903;VPI-05;105,10000;104,70000;104,60000;0,40000;0,50000;0,02900;0,03400;6,89276
VPIZR-201903;VPI-06;107,30000;107,00000;105,10000;0,30000;2,10000;0,01600;0,11700;5,48881
VPIZR-201903;VPI-07;103,20000;102,70000;101,80000;0,50000;1,40000;0,05300;0,16400;12,74235
VPIZR-201903;VPI-08;92,70000;92,90000;94,60000;-0,20000;-2,00000;-0,00500;-0,04100;2,02811
VPIZR-201903;VPI-09;105,30000;105,10000;103,60000;0,20000;1,60000;0,00700;0,17300;11,00897
VPIZR-201903;VPI-10;107,60000;107,60000;104,60000;0,00000;2,90000;0,00000;0,03400;1,19706
VPIZR-201903;VPI-11;111,80000;112,20000;108,80000;-0,40000;2,80000;-0,04400;0,32600;12,24600
VPIZR-201903;VPI-12;106,70000;106,50000;104,90000;0,20000;1,70000;0,01300;0,14900;8,58316
VPIZR-201904;VPI-0;106,50000;106,40000;104,70000;0,10000;1,70000;0,05700;1,70000;100,00000
VPIZR-201904;VPI-01;105,70000;105,90000;104,40000;-0,20000;1,20000;-0,02100;0,13600;11,35371
VPIZR-201904;VPI-02;109,80000;110,10000;108,20000;-0,30000;1,50000;-0,01200;0,05500;3,71564
VPIZR-201904;VPI-03;108,20000;107,40000;107,90000;0,70000;0,30000;0,03900;0,01300;4,99508
VPIZR-201904;VPI-04;107,20000;107,10000;104,10000;0,10000;3,00000;0,02000;0,58100;19,74835
VPIZR-201904;VPI-05;105,80000;105,10000;104,80000;0,70000;1,00000;0,04200;0,06800;6,89276
VPIZR-201904;VPI-06;106,70000;107,30000;105,50000;-0,60000;1,10000;-0,03000;0,06200;5,48881
VPIZR-201904;VPI-07;104,80000;103,20000;103,00000;1,60000;1,70000;0,20100;0,21600;12,74235
VPIZR-201904;VPI-08;92,20000;92,70000;93,80000;-0,50000;-1,70000;-0,01100;-0,03300;2,02811
VPIZR-201904;VPI-09;103,50000;105,30000;102,40000;-1,70000;1,10000;-0,18100;0,11100;11,00897
VPIZR-201904;VPI-10;107,60000;107,60000;104,90000;0,00000;2,60000;0,00000;0,03000;1,19706
VPIZR-201904;VPI-11;111,80000;111,80000;108,80000;0,00000;2,80000;-0,00700;0,31900;12,24600
VPIZR-201904;VPI-12;106,90000;106,70000;105,10000;0,20000;1,70000;0,01700;0,14400;8,58316
VPIZR-201905;VPI-0;106,70000;106,50000;104,90000;0,20000;1,70000;0,15200;1,70000;100,00000
VPIZR-201905;VPI-01;105,90000;105,70000;104,90000;0,20000;1,00000;0,02000;0,11600;11,35371
VPIZR-201905;VPI-02;109,60000;109,80000;108,20000;-0,20000;1,30000;-0,00500;0,05100;3,71564
VPIZR-201905;VPI-03;108,40000;108,20000;107,00000;0,20000;1,30000;0,00500;0,06200;4,99508
VPIZR-201905;VPI-04;107,60000;107,20000;104,50000;0,40000;3,00000;0,06700;0,60100;19,74835
VPIZR-201905;VPI-05;105,70000;105,80000;104,90000;-0,10000;0,80000;-0,00300;0,06000;6,89276
VPIZR-201905;VPI-06;106,90000;106,70000;105,60000;0,20000;1,20000;0,01100;0,07200;5,48881
VPIZR-201905;VPI-07;105,00000;104,80000;104,20000;0,20000;0,80000;0,01600;0,10100;12,74235
VPIZR-201905;VPI-08;92,30000;92,20000;93,60000;0,10000;-1,40000;0,00100;-0,03100;2,02811
VPIZR-201905;VPI-09;103,80000;103,50000;102,70000;0,30000;1,10000;0,03200;0,11700;11,00897
VPIZR-201905;VPI-10;107,60000;107,60000;104,90000;0,00000;2,60000;0,00000;0,03200;1,19706
VPIZR-201905;VPI-11;111,70000;111,80000;108,80000;-0,10000;2,70000;-0,00600;0,33200;12,24600
VPIZR-201905;VPI-12;107,10000;106,90000;104,90000;0,20000;2,10000;0,01400;0,18600;8,58316
VPIZR-201906;VPI-0;106,80000;106,70000;105,10000;0,10000;1,60000;0,14700;1,60000;100,00000
VPIZR-201906;VPI-01;105,70000;105,90000;104,80000;-0,20000;0,90000;-0,02000;0,09800;11,35371
VPIZR-201906;VPI-02;110,00000;109,60000;109,50000;0,40000;0,50000;0,01400;0,01700;3,71564
VPIZR-201906;VPI-03;104,40000;108,40000;104,70000;-3,70000;-0,30000;-0,17700;-0,01300;4,99508
VPIZR-201906;VPI-04;107,80000;107,60000;104,60000;0,20000;3,10000;0,04800;0,61000;19,74835
VPIZR-201906;VPI-05;105,40000;105,70000;104,20000;-0,30000;1,20000;-0,01900;0,08100;6,89276
VPIZR-201906;VPI-06;107,60000;106,90000;106,00000;0,70000;1,50000;0,03300;0,08000;5,48881
VPIZR-201906;VPI-07;104,90000;105,00000;104,50000;-0,10000;0,40000;-0,01400;0,04800;12,74235
VPIZR-201906;VPI-08;90,50000;92,30000;93,50000;-2,00000;-3,20000;-0,03700;-0,06600;2,02811
VPIZR-201906;VPI-09;105,90000;103,80000;104,20000;2,00000;1,60000;0,21900;0,17900;11,00897
VPIZR-201906;VPI-10;107,50000;107,60000;104,90000;-0,10000;2,50000;-0,00100;0,03000;1,19706
VPIZR-201906;VPI-11;112,70000;111,70000;109,30000;0,90000;3,10000;0,10900;0,38400;12,24600
VPIZR-201906;VPI-12;107,00000;107,10000;105,20000;-0,10000;1,70000;-0,00800;0,15000;8,58316
VPIZR-201907;VPI-0;106,40000;106,80000;104,90000;-0,40000;1,40000;-0,36600;1,40000;100,00000
VPIZR-201907;VPI-01;106,00000;105,70000;104,80000;0,30000;1,10000;0,02800;0,12800;11,35371
VPIZR-201907;VPI-02;110,20000;110,00000;109,60000;0,20000;0,50000;0,00700;0,01900;3,71564
VPIZR-201907;VPI-03;91,20000;104,40000;90,30000;-12,60000;1,00000;-0,59600;0,03400;4,99508
VPIZR-201907;VPI-04;108,00000;107,80000;104,80000;0,20000;3,10000;0,03200;0,57600;19,74835
VPIZR-201907;VPI-05;104,70000;105,40000;103,80000;-0,70000;0,90000;-0,05000;0,05700;6,89276
VPIZR-201907;VPI-06;107,00000;107,60000;106,50000;-0,60000;0,50000;-0,03100;0,02400;5,48881
VPIZR-201907;VPI-07;104,60000;104,90000;104,60000;-0,30000;0,00000;-0,04100;0,00200;12,74235
VPIZR-201907;VPI-08;90,50000;90,50000;94,80000;0,00000;-4,50000;-0,00200;-0,08900;2,02811
VPIZR-201907;VPI-09;107,60000;105,90000;106,20000;1,60000;1,30000;0,16600;0,13800;11,00897
VPIZR-201907;VPI-10;107,80000;107,50000;105,20000;0,30000;2,50000;0,00300;0,02900;1,19706
VPIZR-201907;VPI-11;113,90000;112,70000;110,50000;1,10000;3,10000;0,13300;0,36400;12,24600
VPIZR-201907;VPI-12;106,80000;107,00000;105,30000;-0,20000;1,40000;-0,01500;0,11700;8,58316
VPIZR-201908;VPI-0;106,50000;106,40000;104,90000;0,10000;1,50000;0,01100;1,50000;100,00000
VPIZR-201908;VPI-01;105,90000;106,00000;104,30000;-0,10000;1,50000;-0,01300;0,18800;11,35371
VPIZR-201908;VPI-02;110,10000;110,20000;109,70000;-0,10000;0,40000;-0,00600;0,01100;3,71564
VPIZR-201908;VPI-03;90,70000;91,20000;88,40000;-0,50000;2,60000;-0,02200;0,10400;4,99508
VPIZR-201908;VPI-04;108,20000;108,00000;105,00000;0,20000;3,00000;0,03900;0,62400;19,74835
VPIZR-201908;VPI-05;105,10000;104,70000;104,10000;0,40000;1,00000;0,02900;0,07000;6,89276
VPIZR-201908;VPI-06;107,00000;107,00000;106,20000;0,00000;0,80000;0,00100;0,04400;5,48881
VPIZR-201908;VPI-07;104,50000;104,60000;104,90000;-0,10000;-0,40000;-0,01300;-0,05400;12,74235
VPIZR-201908;VPI-08;90,60000;90,50000;94,50000;0,10000;-4,10000;0,00200;-0,08700;2,02811
VPIZR-201908;VPI-09;107,20000;107,60000;106,50000;-0,40000;0,70000;-0,04400;0,07400;11,00897
VPIZR-201908;VPI-10;107,90000;107,80000;105,20000;0,10000;2,60000;0,00100;0,03200;1,19706
VPIZR-201908;VPI-11;114,20000;113,90000;110,90000;0,30000;3,00000;0,03200;0,38200;12,24600
VPIZR-201908;VPI-12;106,90000;106,80000;105,50000;0,10000;1,30000;0,00500;0,11400;8,58316
VPIZR-201909;VPI-0;107,00000;106,50000;105,70000;0,50000;1,20000;0,49800;1,20000;100,00000
VPIZR-201909;VPI-01;105,40000;105,90000;104,60000;-0,50000;0,80000;-0,05300;0,08900;11,35371
VPIZR-201909;VPI-02;110,20000;110,10000;109,50000;0,10000;0,60000;0,00400;0,02200;3,71564
VPIZR-201909;VPI-03;108,60000;90,70000;107,60000;19,70000;0,90000;0,80400;0,04600;4,99508
VPIZR-201909;VPI-04;108,30000;108,20000;105,30000;0,10000;2,80000;0,01800;0,54400;19,74835
VPIZR-201909;VPI-05;105,30000;105,10000;104,60000;0,20000;0,70000;0,01200;0,04800;6,89276
VPIZR-201909;VPI-06;107,00000;107,00000;106,10000;0,00000;0,80000;0,00300;0,04700;5,48881
VPIZR-201909;VPI-07;104,60000;104,50000;105,20000;0,10000;-0,60000;0,01400;-0,07000;12,74235
VPIZR-201909;VPI-08;90,40000;90,60000;94,50000;-0,20000;-4,30000;-0,00500;-0,08600;2,02811
VPIZR-201909;VPI-09;105,20000;107,20000;104,70000;-1,90000;0,50000;-0,20000;0,05000;11,00897
VPIZR-201909;VPI-10;108,70000;107,90000;106,50000;0,70000;2,10000;0,00900;0,02400;1,19706
VPIZR-201909;VPI-11;113,10000;114,20000;109,70000;-1,00000;3,10000;-0,13400;0,35900;12,24600
VPIZR-201909;VPI-12;107,20000;106,90000;105,60000;0,30000;1,50000;0,02600;0,12900;8,58316
VPIZR-201910;VPI-0;107,20000;107,00000;106,00000;0,20000;1,10000;0,19000;1,10000;100,00000
VPIZR-201910;VPI-01;105,90000;105,40000;105,20000;0,50000;0,70000;0,05300;0,08000;11,35371
